Sr_No,Date,Startup,Industry_Vertical,SubVertical,City,Investors,Investment_Type,Amount,Remarks
2474,2015-08-03,Connect India,Ecommerce Logistics Provider,,New Delhi,Aavishkaar,Private Equity,5000000.0,Series A
2477,2015-08-03,Oyorooms,Budget Hotel Accommodation Brand,,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India",Private Equity,100000000.0,Series B
2479,2015-08-03,Wizrocket,User Engagment & Analytics Platform,,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,9600000.0,Series B
2480,2015-08-04,Pickingo,On-Demand Delivery Logistics,,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,1300000.0,Series A
2481,2015-08-05,Grex,Fund Raising Platform For Startups,,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,650000.0,
2482,2015-08-05,LetsTransport,Logistics Tech Platform,,Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,1300000.0,
2483,2015-08-05,Zo Rooms,Online Budget Hotel Chain,,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,30000000.0,Series A
2484,2015-08-05,Doormint,Hyperlocal Handyman Services,,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,3000000.0,Series A
2485,2015-08-05,NightStay,Hotel Booking App,,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,500000.0,
2487,2015-08-05,Sunday Realty Solutions,Tech Platform For Property Brokers,,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,785000.0,
2489,2015-08-06,Appvigil,App Security\\Xc2\\Xa0 Testing Platform,,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,500000.0,pre Series-A
2490,2015-08-06,practo,Doctor Appointment Booking App,,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,90000000.0,Series C
2493,2015-08-06,Ketto,Crowd Funding Platform,,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,700000.0,
2494,2015-08-06,Ezetap,Mobile Based Pos Solution,,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,25000000.0,Series C
2496,2015-08-07,Carl\\xe2\\x80\\x99s Jr,Fast Food Chain Franchisee,,Gurgaon,YouWeCan Ventures,Seed Funding,630000.0,
2497,2015-08-07,EasyRewardz,Loyalty Programs & Reward Points,,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,500000.0,Pre-Series A
2501,2015-08-10,MyTaxiIndia,Taxi Rental Platform,,Gurgaon,"Nihon Kotsu,",Private Equity,500000.0,Pre Series-A
2502,2015-08-10,eSadar,Ecommerce,,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,80000.0,
2504,2015-08-10,MyPoolin,Mobile Social Network,,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,250000.0,QPrize Contest Winners
2505,2015-08-10,NearBuy (previously\\xc2\\xa0 groupon India),Hyper-Local Ecommerce,,New Delhi,Sequoia Capital,Private Equity,16000000.0,Series A
2506,2015-08-10,Inkmonk,Online Printing Marketplace,,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,250000.0,
2507,2015-08-10,ToneTag,Mobile Payment Software Platform,,Bangalore,Reliance Capital Venture,Private Equity,1000000.0,Series A
2508,2015-08-10,Grey Orange,Automated Storage & Warehousing Solution,,Gurgaon,Tiger Global Management,Private Equity,30000000.0,Series B
2509,2015-08-11,Livspace,Home Design & D\\Xc3\\Xa9Cor Solutions,,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,8000000.0,Series A
2510,2015-08-11,WOW! MOMO,Quick Service Restaurant Chain,,Kolkata,Indian Angel Network,Seed Funding,1600000.0,
2511,2015-08-11,RainCan,Subscription Based Online Grocery Platform,,Pune,Ajeet Khurana & Others,Seed Funding,100000.0,
2512,2015-08-11,Allygrow Technologies,Engineering Services Company,,Mumbai,Zodius Technology Fund,Private Equity,20000000.0,Series A
2513,2015-08-11,Infogain,Business And It Consulting,,New Delhi / Us,ChrysCapital,Private Equity,63000000.0,
2514,2015-08-12,OneAssist,Credit Card Fraud Protection Solutions,,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,7500000.0,Series B
2515,2015-08-12,BigBasket,Online & Mobile Grocery Store,,Bangalore,Bessemer Venture Partners,Private Equity,50000000.0,Series C
2516,2015-08-12,Sheroes,Career Community For Women,,Noida,"Quintillion Media, 500 Startups",Seed Funding,770000.0,
2517,2015-08-12,Scripbox,Mutual Fund Investing Platform,,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,2500000.0,Series A
2518,2015-08-13,etaout,Ecommerce Marketing Software Platform,,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &\\xc2\\xa0 Group of other Angel investors",Seed Funding,500000.0,
2519,2015-08-13,IFMR Holdings,Financial Inclusion Platform,,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,25000000.0,Series B
2521,2015-08-13,Agrostar,Mobile Commerce For Farmers,,Pune,IDG Ventures,Private Equity,4000000.0,Series A
2522,2015-08-14,VoxWeb,Picture Based Social App,,Mumbai,Jitendra Gupta & others,Seed Funding,100000.0,
2523,2015-08-14,Trukky,Logistics Service Platform,,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,245000.0,
2525,2015-08-17,Edu4Share,Exam Preparation Platform,,New Delhi,Nalin Jain & other angel investors,Seed Funding,220000.0,
2527,2015-08-17,Sampurnearth,Waste Management Solutions,,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,160000.0,
2531,2015-08-17,ShadowFax,On-Demand Delivery Service,,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,310000.0,
2533,2015-08-18,Roposo,Fashion Discovery Platform,,Gurgaon,Tiger Global,Private Equity,15000000.0,Series B
2534,2015-08-18,IntelligenceNODE,Data Analytics Platform,,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,4200000.0,Series A
2535,2015-08-18,HyperVerge,Deep Learning Cloud Algorithms,,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,1000000.0,
2538,2015-08-18,Zoojoo.be,Corporate Wellness App,,Bangalore,RoundGlass Partners,Private Equity,1000000.0,Series A
2540,2015-08-19,TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning Services",,Mumbai,Unilazer Ventures,Private Equity,2400000.0,
2542,2015-08-19,MebelKart,Online Furniture Marketplace,,Bangalore,AskMe,Private Equity,20000000.0,
2543,2015-08-20,LabsAdvisor,Online Diagnostic Tests Marketplace,,New Delhi,Group of Angel Investors,Seed Funding,156000.0,
2544,2015-08-20,Flatpebble,Online Marketplace For Photographers,,Hyderabad,Indian Angel Network,Seed Funding,600000.0,
2545,2015-08-20,Bluegape.com,Visual Blogging Platform,,New Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,600000.0,
2546,2015-08-21,ePoise,Job Search Platform,,Bangalore,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,500000.0,
2547,2015-08-24,Jolly Food Fellow,Food Customer Analytics Platform,,Ahmedabad,The 1947,Seed Funding,300000.0,
2548,2015-08-24,BookMeIn,Professional Service Appointment Booking Service,,Mumbai,Ajmera Group of Companies,Seed Funding,400000.0,
2551,2015-08-25,Qyk App,On-Demand App Based Professional Service Provider,,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,1000000.0,pre-series A
2552,2015-08-25,EazyDiner,Restaurant Reservation Platform,,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,3000000.0,Series A
2553,2015-08-25,RevX,Cross-Channel Crm Platform,,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,4000000.0,Series A
2554,2015-08-25,ICustomMadeIt,Professional Custom Creators Marketplace,,Pune,Group of Angel Investors,Seed Funding,250000.0,
2555,2015-08-26,PickMyLaundry,On-Demand Washing & Dry-Cleaning,,New Delhi,GHV Accelerator,Seed Funding,100000.0,
2556,2015-08-26,Belita,On-Demand Beauty Service,,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,400000.0,
2558,2015-08-26,FoodTalkIndia,Online Food Community Platform,,Gurgaon,Undisclosed Investor,Seed Funding,500000.0,
2563,2015-08-28,Vyomo,Beauty & Lifestyle Mobile Marketplace,,Bangalore,Rocket Internet,Private Equity,2000000.0,Pre-Series A
2564,2015-08-28,RollMafia,Qsr Restaurant Chain,,Pune,Equentia Natural Resources,Seed Funding,160000.0,
2566,2015-08-31,DropKaffe,Online Coffee Delivery Platform,,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Funding,300000.0,
2567,2015-08-31,Reverie,Language Localization Cloud Platform,,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,4000000.0,Series A
2571,2015-07-01,Cloudcherry Analytics,Crm / Analytics Platform,,Chennai,"The Chennai Angels, IDG Ventures India",Seed Funding,1000000.0,
2575,2015-07-01,NxtGen,It Infrastructure & Data Center Services,,Bangalore,"IFC, Axon Partners, Intel Capital",Private Equity,13500000.0,Series A
2576,2015-07-02,BankBazaar,Online Financial Services,,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,60000000.0,Series C\\n(More here)
2577,2015-07-02,Gozoomo,Used Car Marketplace,,Bangalore,SAIF Partners,Private Equity,5000000.0,Series A
2578,2015-07-02,Zenatix,Internet Of Things Platform,,Gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,161000.0,
2579,2015-07-03,CultureAlley,Language Learning App,,Jaipur,Tiger Global,Private Equity,6500000.0,Series A
2581,2015-07-03,Gingercrush,Custom Merchandize Platform,,Ahmedabad,"Gokul Jaykrishna, Brand Capital",Seed Funding,1000000.0,
2583,2015-07-04,Stitchwood,Custom Furniture Marketplace,,Mumbai,"Powai Lake Ventures, Ajeet Khurana & others",Seed Funding,395000.0,
2586,2015-07-06,Paper Boat,Ethnic Beverages Manufacturer,,Gurgaon,"Sofina, Hillhouse Capital",Private Equity,30000000.0,Series B
2588,2015-07-07,Wudstay,Budget Accommodation Aggregator,,Gurgaon,"Mangroves Capital Partners, Vikas Saxena",Private Equity,3000000.0,Series A
2589,2015-07-07,Liases Foras,Real Estate Rating & Analysis,,New Delhi,DMG information Asia Pacific,Private Equity,5000000.0,Series A
2593,2015-07-08,Saavn,Music Streaming App,,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,100000000.0,Series C
2594,2015-07-08,Flytxt,Big Data & Analytics Platform,,Mumbai / Global,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity,11000000.0,Series A
2595,2015-07-08,Axtria,Big Data & Analytics Platform,,India / Us,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,30000000.0,Series C
2596,2015-07-08,33Coupons,Coupon Aggregator Platform,,Kanpur,Not Disclosed,Seed Funding,20000.0,
2598,2015-07-08,Hopping Chef,Online Food-Tech Platform,,Mumbai,Mirah Hospitality,Seed Funding,470000.0,Strategic Investment
2599,2015-07-08,Collectabillia,Celebrity Fashion Brand,,Bangalore,Accel Partners,Private Equity,7500000.0,Series B
2600,2015-07-08,Lendingkart,Online Finance Lending Platform,,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,10000000.0,Series A
2601,2015-07-08,Lybrate,Healthcare Mobile App,,New Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,10200000.0,Series A
2602,2015-07-08,Zoomcar,Self-Driven Vehicle Rental,,Bangalore,"Sequoia Capital, Empire Angels, NGP",Private Equity,11000000.0,Series B
2613,2015-07-14,MySmartPrice,Online Comparison Engine,,Hyderabad,"Accel Partners, Helion Venture Partners",Private Equity,10000000.0,Series B
2615,2015-07-14,Boxmyspace,Physical Storage Warehouses,,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed Funding,300000.0,
2616,2015-07-14,HackerRank,Tech Recruitment Platform,,Bangalore,HR Technology fund,Private Equity,7500000.0,Series C
2617,2015-07-14,WickedRide,Bike Rental Platform,,Bangalore,Undisclosed,Seed Funding,790000.0,
2618,2015-07-14,WoWexpress,Tech Enabled Logistics Platform,,Mumbai,Tamarind Family Private Trust,Seed Funding,500000.0,
2619,2015-07-15,Oyo Rooms,Budget Hotel Accommodation,,Gurgaon,"Softbank, Sequoia Capital",Private Equity,100000000.0,Series B
2620,2015-07-15,Mobikon,Restaurant Customer Engagement Platform,,Pune,Jungle Ventures,Private Equity,2300000.0,Series B
2622,2015-07-15,Roadrunnr,Hyper Local Logistics Platform,,Bangalore,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,11000000.0,Series A
2623,2015-07-16,Ketto,Crowd Funding Platform,,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,700000.0,
2624,2015-07-17,QuikWallet,F&B Sector Mobile Payment Platform,,Mumbai,Snow Leopard Technology Ventures,Private Equity,1600000.0,Follow on Funding
2625,2015-07-17,Omnikart,Industrial Supplies B2B Ecommerce,,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed Funding,100000.0,
2626,2015-07-20,Zo Rooms,Online Budget Hotel Chain,,New Delhi,"Tiger Global, Orios Venture Partners.",Private Equity,15000000.0,No confirmation
2627,2015-07-20,Innoviti,Payment Solutions Platform,,Bangalore,"Catamaran Ventures, New India Investment Corporation",Private Equity,4850000.0,Series A
2629,2015-07-21,Joy by nature,Organic Food Ecommerce,,New Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,1000000.0,Series A
2630,2015-07-22,Iqlect,Big Data & Analytics Platform,,Bangalore,Exfinity Venture Partners,Private Equity,2000000.0,Series A
2631,2015-07-22,deGustibus,Fine Dining Restaurant Chain,,Mumbai,India Value Fund Advisors,Private Equity,30000000.0,Late Stage
2632,2015-07-23,Nestaway,Luxury Rental Homes,,Bangalore,"Flipkart, Tiger Global",Private Equity,12750000.0,Series A
2633,2015-07-23,Mswipe,Mobile Point Of Sale Payment Solution,,Unknown,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank",Private Equity,25000000.0,Series B
2634,2015-07-23,Myonsto,Online Grocers,,Ahmedabad,Jayant Bokadia,Seed Funding,320000.0,
2636,2015-07-23,MedGenome,Clinical Genomics Provider,,Bangalore,Sequoia Capital,Private Equity,20000000.0,Series B
2637,2015-07-23,HolidayIQ,Travel Information Portal,,Bangalore,MakeMyTrip,Private Equity,15000000.0,Strategic Investment
2638,2015-07-23,Fitternity,Fitness Marketplace,,Mumbai,Exfinity Venture Partners,Private Equity,1000000.0,Series A
2639,2015-07-23,Quikr,Online & Mobile Classified Listings,,Mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,60000000.0,Late Stage
2641,2015-07-24,BroEx,Real Estate Broker Network App,,Gurgaon,Lightspeed India,Private Equity,1000000.0,Bridge round
2643,2015-07-25,CredR,Used Bikes Marketplace,,Mumbai,Fidelity Growth Partners,Private Equity,15000000.0,Series A
2644,2015-07-27,ManageMySpa,Spa & Salon Management Software,,Hyderabad,Accel Partners,Private Equity,6000000.0,Series A
2648,2015-07-28,Pepperfry,Online Home D\\Xc3\\Xa9Cor Marketplace,,Mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Equity,100000000.0,Series D
2649,2015-07-28,Flipkart.com,Online Marketplace,,Bangalore,Steadview Capital and existing investors,Private Equity,700000000.0,"Late Stage, 10th Round More here"
2650,2015-07-28,Opinio,Hyperlocal Food & Grocery Store,,Bangalore,"Accel Partners, Traxcn Labs & Others",Seed Funding,1300000.0,
2651,2015-07-28,Zoctr,Health-Tech Platform,,Mumbai,"Sandeep Parwal, Krishan Gupta & Others",Seed Funding,1000000.0,
2652,2015-07-29,Zimmber,Hyperlocal Handyman Services,,Mumbai,"IDG Ventures India, Omidyar Network, Sherpalo Ventures,\\xc2\\xa0 Mohandas Pai",Private Equity,2000000.0,Series A
2653,2015-07-29,trueHb,Medical Tech Instruments,,New Delhi,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",Seed Funding,2400000.0,
2654,2015-07-29,Zovi.com / Little App,Hyperlocal Deals Marketplace,,Bangalore,"Paytm, SAIF Partners,\\xc2\\xa0 Tiger Global Management & others",Private Equity,50000000.0,Series A
2655,2015-07-29,Swajal,Innovative Water Solutions,,Gurgaon,Abhishek Gupta,Private Equity,1200000.0,Series A
2656,2015-07-30,Pipa Bella,Online Jewelry Store,,Mumbai,LionRock Capital,Private Equity,600000.0,Pre-Series A
2657,2015-07-30,Pragmatix,Business Intelligence & Analytics,,Mumbai,SIDBI Venture Capital Ltd,Private Equity,2400000.0,Series A
2658,2015-07-30,Droom.in,Used Vehicle Marketplace,,New Delhi,"Lightbox Ventures, Beenos",Private Equity,16000000.0,Series A
2659,2015-07-30,MadRat Games,Educational Board Games,,Bangalore,"Kunal Bahl, Rohit Bansal",Seed Funding,168000.0,
2660,2015-07-30,Noodle Play,Chinese Food Delivery,,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding,168000.0,
2663,2015-07-31,LazyLad,Hyperlocal Grocery App,,Gurgaon,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,500000.0,pre-Series A
2665,2015-07-31,Prothom,Hasbro Toy Manufacturer,,Pune,Oliphabs Capital,Private Equity,2000000.0,Series A
2666,2015-07-31,Bona Vita,Travel Tech,,Gurgaon,MakeMyTrip,Private Equity,5000000.0,Strategic Investment
2668,2015-06-01,Veeba Foods,Healthy Food Manufacturer,,New Delhi,"DSG Consumer Partners, Saama Capital.",Private Equity,6000000.0,Series B
2669,2015-06-01,Truebil,Used Car Marketplace,,Mumbai,"Kae Capital, Anupam Mittal",Seed Funding,500000.0,
2670,2015-06-01,Meritnation,Online Learning Platform,,New Delhi,InfoEdge,Private Equity,4000000.0,Series C
2671,2015-06-01,Eattreatonline,Healthy Food Online Community,,New Delhi,Group of 15 Angel Investors,Seed Funding,350000.0,
2673,2015-06-01,Glamrs,Online Fashion Video Portal,,Mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Equity,1000000.0,Pre-Series A
2674,2015-06-01,Proviera,Probiotic Technology Products Manufacturer,,Chennai,Infuse Ventures,Private Equity,550000.0,
2675,2015-06-01,Arth DesignBuild,Architectural Design & Consulting,,Hyderabad,Srinivas Tirupati,Seed Funding,500000.0,
2676,2015-06-02,Saama,Big Data & Analytics Services,,Pune / Us,Carrick Capital Partners,Private Equity,35000000.0,Series A
2677,2015-06-02,AllIzHealth,Preventive Healthcare Services,,Pune,Mumbai Angels & Other angel investors,Seed Funding,350000.0,
2680,2015-06-03,Propstack,Real Estate Intelligence Platform,,Mumbai,DMG Information,Private Equity,3000000.0,Series A
2681,2015-06-03,MyTaxiIndia,Online Car Rental Affiliates,,New Delhi,Green House Ventures,Seed Funding,100000.0,
2682,2015-06-03,Arkin Net,Data Center Software Platform,,Pune / Us,Nexus Venture Partners,Private Equity,15000000.0,Series B
2683,2015-06-03,Little Black Book Delhi,Online City & Lifestyle Guide,,New Delhi,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed Funding,150000.0,
2685,2015-06-03,iCustomadeit,Bespoke Merchandize Marketplace,,Pune,"Virendra Shahney, Dr Paresh Doshi",Seed Funding,250000.0,
2687,2015-06-04,Ecom Express,Logistics Solution Provider,,New Delhi,Warburg Pincus,Private Equity,137000000.0,Series C
2688,2015-06-04,Vidooly,Video Intelligence Platform,,Noida,Bessemer Venture Partners,Private Equity,1000000.0,Pre-Series A
2689,2015-06-04,Zopper,Hyperlocal Shopping App,,Mumbai,"Tiger Global,\\xc2\\xa0 Nirvana Ventures Advisors",Private Equity,20000000.0,Series C
2690,2015-06-04,Flipkart,Ecommerce Platform,,Bangalore,Morgan Stanley,Private Equity,50000000.0,Late Stage
2691,2015-06-05,kWatt Solutions,Renewable Energy Solutions,,Mumbai,Undisclosed,Seed Funding,500000.0,
2692,2015-06-05,Medwell Ventures,Healthcare\\Nservice Provider,,Bangalore,"Fidelity Growth Partners, Fidelity Biosciences",Private Equity,10000000.0,Series A
2693,2015-06-05,Jugnoo,Auto Rickshaw Based Services,,Chandigarh,"Snow Leopard, Paytm",Private Equity,5000000.0,Series A
2695,2015-06-08,Applied Solar Technologies,Off-Grid Solar Power,,Mumbai,"Future Fund,Bessemer Venture, Capricorn Investment and IFC",Private Equity,40000000.0,Series B
2696,2015-06-09,Clovia,Private Label Lingerie Ecommerce,,New Delhi,IvyCap Ventures,Private Equity,5000000.0,Series A
2697,2015-06-09,Swiggy,Online Food Ordering,,Bangalore,"Norwest Venture Partners, SAIF Partners, Accel Partners",Private Equity,16500000.0,Series B
2698,2015-06-09,PayMango,Mobile Commerce Platform,,Gurgaon,Group of Angel Investors,Seed Funding,234000.0,
2700,2015-06-09,Teritree,Digital Marketing Services,,Bangalore,KCL,Seed Funding,140000.0,
2702,2015-06-10,Voonik,Fashion Ecommerce Store,,Bangalore,"Sequoia Capital, Seedfund",Private Equity,5000000.0,Series A
2703,2015-06-11,AdStringO,Mobile Compression Software,,Mumbai,"Arihant Patni, Vishal Khare,\\xc2\\xa0 Viswanath Ramachandran",Seed Funding,350000.0,
2704,2015-06-11,Faircent.com,Peer To Peer Lending Platform,,Gurgaon,M&S Partners Pte. Ltd,Seed Funding,250000.0,Pre-Series A
2705,2015-06-12,La Renon,Global Healthcare Products,,Ahmedabad,Sequoia Capital,Private Equity,16000000.0,Series A
2706,2015-06-15,Homelane,Home Furnishing Solutions,,Bangalore,Sequoia Capital,Private Equity,50000000.0,Series B
2708,2015-06-15,Shippr,Intra-City Logistics Service,,Bangalore,i2india Pvt Ltd,Seed Funding,500000.0,
2711,2015-06-16,CouponRaja,Online Coupon & Comparison Platform,,Mumbai,"Mahesh Pratapneni, Pallab Chatterjee & others",Seed Funding,500000.0,
2714,2015-06-17,MyDentist,Dental Clinic Chain,,Mumbai,"LGT Group, Asian Healthcare fund, Seedfund",Private Equity,8200000.0,Series C
2716,2015-06-18,Fracktal Works,3D Printer Manufacturer,,Bangalore,Neoteric Infomatique Limited,Private Equity,3000000.0,Series A
2717,2015-06-18,Hansa Customer Equity,It / Customer Engagement Consulting,,Mumbai,ASK Pravi,Private Equity,5000000.0,Series A
2720,2015-06-19,Housejoy,Home Services Marketplace,,Bangalore,Matrix Partners,Private Equity,4000000.0,Series A
2721,2015-06-19,FundsIndia.com,Financial Services Platform,,Chennai,"Faering Capital, Foundation Capital, Inventus Capital Partners",Private Equity,11000000.0,Series C
2722,2015-06-20,Cupick,Social Network For Artists,,Bangalore,Group of Angel Investors from US/India,Seed Funding,120000.0,
2723,2015-06-20,Tracxn,Startup Funding Platform,,Bangalore,"Sachin Bansal, Bunny Bansal & other investors",Private Equity,10000000.0,Series A
2724,2015-06-21,Holachef,Food Delivery Platform,,Mumbai,"Kalaari Capital, India Quotient",Private Equity,3100000.0,Series A
2725,2015-06-22,elong,Data Driven Recruitment Recommendation,,Bangalore,"Kunal Bahl, Rohit Bansal, Blume Ventures, Phanindra Sama, Raju Reddy",Private Equity,5000000.0,Series A
2728,2015-06-22,Vidgyor,Video Advertisement Platform,,Bangalore,AngelPrime,Seed Funding,500000.0,
2730,2015-06-23,Goodservice,Mobile Chat Based Concierge Service,,New Delhi,Sequoia Capital,Private Equity,1600000.0,Series A
2731,2015-06-23,Treebo,Online Budget Hotel Booking Service,,Bangalore,"Matrix Partners India, SAIF Partners",Private Equity,6000000.0,Series A
2732,2015-06-23,EduKart,Online Education Marketplace,,New Delhi,"Holostik Group, YouWeCan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni",Private Equity,1000000.0,Series A
2737,2015-06-24,Indix,Saas Product Intelligence Platform,,Unknown,"Nokia Growth Partners, Nexus Venture Partners, Avalon Ventures",Private Equity,15000000.0,Series C
2738,2015-06-24,The Porter,Logistics Tech,,Mumbai,"Sequoia Capital, Kae Capital, Anupam Mittal, Sandeep Tandon",Private Equity,5500000.0,Series A
2739,2015-06-24,Retention.ai,App Analytics Platform,,Bangalore,"Mercury Fund, Anshu Sharma, Pratyush Prasanna, Robert Winters & others",Seed Funding,500000.0,
2740,2015-06-25,Fusion Microfinance,Micro Finance Platform,,New Delhi,"Development finance institution Belgian Investment Company, Oikocredit",Private Equity,8600000.0,Series C
2741,2015-06-25,Zinka,Freight Logistics Platform,,Bangalore,"Accel Partners, Flipkart",Private Equity,6000000.0,Series A
2742,2015-06-26,CreditMantri,Credit Management Services,,Chennai,"IDG Ventures India, Elevar Equity, Accion Venture Lab",Private Equity,2500000.0,Series A
2743,2015-06-26,GetMyPeon,Hyperlocal Handyman Services,,Mumbai,Undisclosed investors,Seed Funding,250000.0,
2744,2015-06-29,UrbanClap,Hyperlocal Services Marketplace,,New Delhi,"SAIF Partners,\\xc2\\xa0 Accel Partners",Private Equity,10000000.0,Series A
2746,2015-06-29,AdWyze,Marketing / Advertising Automation Platform,,Bangalore,Mape Advisory,Seed Funding,1000000.0,
2747,2015-06-29,Zimmber,Hyperlocal Handyman Services,,Mumbai,"Naveen Tiwari, Mohit Saxena, Amit Gupta, Piyush Shah, Manish Dugar",Seed Funding,400000.0,
2751,2015-06-30,Flatchat,Flat Rental Mobile App,,Bangalore,Commonfloor,Private Equity,2500000.0,Strategic Funding
2752,2015-06-30,MyCFO,Wealth Management Platform,,Mumbai,Sameer Koticha,Private Equity,1500000.0,Series A
2753,2015-05-01,Foodpanda,Online Food Delivery,,Gurgaon,"Goldman Sachs, Rocket Internet",Private Equity,100000000.0,Series D
2754,2015-05-01,Termsheet,Fund Raising Platform,,Chennai,"Anand Vijay, Nipun Dureja, Satyajit Heeralal, Keith Rodricks, Gaurav Lochan, Azmul Haque, Nikhil Bagri",Seed Funding,100000.0,
2755,2015-05-04,Applicate,Workforce Management Software,,Bangalore,"Rishi Vasudev, Amit Gupta, Rajiv Nayan",Seed Funding,550000.0,
2756,2015-05-04,World Art Community,Online Art Marketplace,,Gurgaon,Viraj Tyagi & others,Seed Funding,200000.0,
2757,2015-05-04,SpoonJoy,Online Food Delivery,,Bangalore,SAIF Partners,Seed Funding,1000000.0,
2758,2015-05-05,Seed Schools,Affordable Education,,Hyderabad,Acumen Fund,Seed Funding,650000.0,
2759,2015-05-05,Ignis Careers,Career Development,,Hyderabad,Acumen Fund,Seed Funding,250000.0,
2760,2015-05-05,Square Yards,Real Estate Advisory,,Gurgaon,Undisclosed Investors,Private Equity,6000000.0,pre-Series A
2761,2015-05-05,Fintellix,Banking Analytics Platform,,Bangalore,"IDG Ventures, Sequoia Capital",Private Equity,15000000.0,Series C
2763,2015-05-06,Delhivery,Ecommerce Logistics,,Gurgaon,"Tiger Global Management, Multiples Alternate Asset Management, Nexus Venture Partners, Times Internet",Private Equity,85000000.0,Series D
